OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,SalesTeamID,CustomerNames,CityName,Region ,State,StateCode,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
SO - 0006316,In-Store,WARE-XYS1001,12/1/2019,6/5/2020,6/24/2020,7/4/2020,USD,Joshua Bennett,Capweld ,Chula Vista,Northeast,California,CA,Outdoor Decor,1,"0,075","1319,9","989,925"
SO - 0006317,In-Store,WARE-PUJ1005,3/10/2020,6/5/2020,6/27/2020,7/1/2020,USD,Jerry Green,O.E. Ltd,Broken Arrow,West,Oklahoma,OK,Furniture Cushions,6,"0,075","2378,5","1070,325"
SO - 0006318,Online,WARE-NMK1003,3/10/2020,6/5/2020,6/19/2020,6/24/2020,USD,Shawn Wallace,"Exact-Rx, Corp",Stamford,South,Connecticut,CT,Candleholders,6,"0,075",737,"574,86"
SO - 0006319,In-Store,WARE-MKL1006,3/10/2020,6/5/2020,7/1/2020,7/4/2020,USD,Joshua Bennett,Apollo Ltd,Plano,Northeast,Texas,TX,Furniture Cushions,1,"0,075","2586,2","1965,512"
SO - 0006320,In-Store,WARE-MKL1006,3/10/2020,6/5/2020,6/11/2020,6/18/2020,USD,Shawn Cook,Weimei Corp,Richardson,Midwest,Texas,TX,Bathroom Furniture,7,"0,1","3999,9","2159,946"
SO - 0006321,Online,WARE-XYS1001,3/10/2020,6/5/2020,6/22/2020,6/25/2020,USD,Todd Roberts,Medline ,Chandler,West,Arizona,AZ,Computers,1,"0,05","3939,6","2481,948"
SO - 0006322,Online,WARE-NMK1003,3/10/2020,6/5/2020,6/29/2020,7/4/2020,USD,Carl Nguyen,Amylin Group,Pembroke Pines,Midwest,Florida,FL,Wreaths,8,"0,15","3725,2","2756,648"
SO - 0006323,Distributor,WARE-UHY1004,3/10/2020,6/5/2020,6/7/2020,6/17/2020,USD,Samuel Fowler,Victory Ltd,Cary,Midwest,North Carolina,NC,Blankets,3,"0,05","2525,9","1010,36"
SO - 0006324,In-Store,WARE-NMK1003,3/10/2020,6/6/2020,6/30/2020,7/9/2020,USD,Chris Armstrong,New Ltd,Sandy Springs,Northeast,Georgia,GA,Table Lamps,2,"0,2",1809,"741,69"
SO - 0006325,Online,WARE-XYS1001,3/10/2020,6/6/2020,7/3/2020,7/5/2020,USD,Paul Holmes,Capweld ,Chula Vista,Midwest,California,CA,Dinnerware,1,"0,15","1963,1","1138,598"
SO - 0006326,Online,WARE-XYS1001,3/10/2020,6/6/2020,6/15/2020,6/18/2020,USD,Anthony Berry,Llorens Ltd,Downey,West,California,CA,Photo Frames,7,"0,2","2800,6","1316,282"
SO - 0006327,Distributor,WARE-XYS1001,3/10/2020,6/6/2020,6/16/2020,6/20/2020,USD,Joe Price,Eminence Corp,Oceanside,Northeast,California,CA,Bakeware,4,"0,05","4013,3","2929,709"
SO - 0006328,In-Store,WARE-XYS1001,3/10/2020,6/6/2020,6/25/2020,6/29/2020,USD,George Lewis,Wuxi Group,Chandler,West,Arizona,AZ,Candles,8,"0,1","247,9","114,034"
SO - 0006329,Online,WARE-PUJ1005,3/10/2020,6/6/2020,7/3/2020,7/12/2020,USD,Shawn Wallace,Avon Corp,College Station,South,Texas,TX,Bedroom Furniture,8,"0,075","2713,5","1600,965"
SO - 0006330,Online,WARE-MKL1006,3/10/2020,6/6/2020,6/20/2020,6/23/2020,USD,Anthony Berry,Bare ,San Angelo,West,Texas,TX,Outdoor Furniture,3,"0,15","3162,4","1612,824"
SO - 0006331,Distributor,WARE-XYS1001,3/10/2020,6/7/2020,6/28/2020,7/2/2020,USD,Joe Price,Mylan Corp,Oxnard,Northeast,California,CA,Vases,2,"0,15","1078,7","571,711"
SO - 0006332,In-Store,WARE-UHY1004,3/10/2020,6/7/2020,6/14/2020,6/19/2020,USD,Stephen Payne,OUR Ltd,Warren,South,Michigan,MI,Festive,2,"0,05","2391,9","1172,031"
SO - 0006333,In-Store,WARE-UHY1004,3/10/2020,6/7/2020,6/15/2020,6/21/2020,USD,Jonathan Hawkins,"Elorac, Corp",Cambridge,West,Massachusetts,MA,Dining Furniture,3,"0,4","207,7","103,85"
SO - 0006334,In-Store,WARE-PUJ1005,3/10/2020,6/7/2020,6/26/2020,7/4/2020,USD,Carl Nguyen,AuroMedics Corp,Manhattan,Midwest,New York,NY,Dining Furniture,6,"0,3","1125,6","472,752"
SO - 0006335,Online,WARE-NBV1002,3/10/2020,6/7/2020,6/28/2020,7/3/2020,USD,Carl Nguyen,Winthrop ,Thousand Oaks,Midwest,California,CA,Candleholders,1,"0,075","1929,6","1080,576"
SO - 0006336,Wholesale,WARE-NBV1002,3/10/2020,6/7/2020,6/19/2020,6/26/2020,USD,Shawn Torres,U.S. Ltd,Santa Clara,Northeast,California,CA,Festive,1,"0,05","2934,6","2230,296"
SO - 0006337,Wholesale,WARE-NMK1003,3/10/2020,6/7/2020,7/1/2020,7/9/2020,USD,Carlos Miller,Wuxi Group,Perry,West,Indiana,IN,Wall Coverings,8,"0,05",268,"160,8"
SO - 0006338,Online,WARE-PUJ1005,3/10/2020,6/7/2020,7/3/2020,7/10/2020,USD,Anthony Torres,Bare ,Columbia,West,South Carolina,SC,Computers,1,"0,15","3979,8","3144,042"
SO - 0006339,In-Store,WARE-NMK1003,3/10/2020,6/7/2020,7/1/2020,7/4/2020,USD,Keith Griffin,Capweld ,Chicago,Northeast,Illinois,IL,Cocktail Glasses,6,"0,1",2881,"2362,42"
SO - 0006340,Online,WARE-NMK1003,3/10/2020,6/7/2020,7/5/2020,7/14/2020,USD,Shawn Wallace,Amylin Group,Peoria City,South,Illinois,IL,Outdoor Furniture,8,"0,1","254,6","150,214"
SO - 0006341,In-Store,WARE-NMK1003,3/10/2020,6/8/2020,6/23/2020,6/29/2020,USD,Joshua Little,Ei ,Sandy Springs,South,Georgia,GA,Audio,4,"0,075","3926,2","2826,864"
SO - 0006342,Online,WARE-NMK1003,3/10/2020,6/8/2020,6/22/2020,6/25/2020,USD,Frank Brown,"3LAB, Ltd",Bloomingdale (Township),Northeast,Illinois,IL,Table Linens,4,"0,1","2626,4","1891,008"
SO - 0006343,Online,WARE-XYS1001,3/10/2020,6/8/2020,6/23/2020,7/1/2020,USD,Nicholas Cunningham,"Exact-Rx, Corp",Los Angeles,South,California,CA,Wreaths,1,"0,3","1869,3","1271,124"
SO - 0006344,In-Store,WARE-XYS1001,3/10/2020,6/8/2020,7/4/2020,7/7/2020,USD,Joshua Little,21st Ltd,Concord,South,California,CA,Accessories,5,"0,05","2519,2","1990,168"
SO - 0006345,Distributor,WARE-PUJ1005,3/10/2020,6/8/2020,6/28/2020,7/4/2020,USD,Douglas Tucker,Wuxi Group,Islip,Midwest,New York,NY,Bar Tools,1,"0,1",1072,"503,84"
SO - 0006346,Online,WARE-NMK1003,3/10/2020,6/8/2020,6/29/2020,7/7/2020,USD,Anthony Berry,U.S. Ltd,Stamford (Town),West,Connecticut,CT,Clocks,4,"0,05","1185,9","640,386"
SO - 0006347,Wholesale,WARE-XYS1001,3/10/2020,6/9/2020,6/17/2020,6/25/2020,USD,Shawn Torres,Eminence Corp,Garden Grove,Northeast,California,CA,Clocks,3,"0,15","1125,6","529,032"
SO - 0006348,In-Store,WARE-NMK1003,3/10/2020,6/9/2020,6/11/2020,6/19/2020,USD,Keith Griffin,21st Ltd,Lawrence (Township),Northeast,Indiana,IN,Floral,6,"0,15","3979,8","2427,678"
SO - 0006349,Online,WARE-NMK1003,3/10/2020,6/9/2020,6/26/2020,6/27/2020,USD,Paul Holmes,Pure Group,Lexington-Fayette,Midwest,Kentucky,KY,Mirrors,2,"0,1",804,"329,64"
SO - 0006350,Distributor,WARE-UHY1004,3/10/2020,6/9/2020,6/25/2020,7/1/2020,USD,Douglas Tucker,Pacific Ltd,Manchester,Midwest,New Hampshire,NH,Dining Furniture,8,"0,1","958,1","411,983"
SO - 0006351,Distributor,WARE-PUJ1005,3/10/2020,6/9/2020,6/12/2020,6/21/2020,USD,Douglas Tucker,Mylan Corp,Arlington,Midwest,Texas,TX,Mirrors,6,"0,4",2680,"1259,6"
SO - 0006352,In-Store,WARE-XYS1001,3/10/2020,6/10/2020,6/28/2020,7/4/2020,USD,Jerry Green,Apollo Ltd,Murrieta,West,California,CA,Sculptures,6,"0,075","1976,5","1600,965"
SO - 0006353,Distributor,WARE-NMK1003,3/10/2020,6/10/2020,7/8/2020,7/17/2020,USD,Douglas Tucker,WakeFern ,Tallahassee,Midwest,Florida,FL,Accessories,2,"0,15","1038,5","654,255"
SO - 0006354,Online,WARE-NMK1003,3/10/2020,6/10/2020,7/4/2020,7/8/2020,USD,Roger Alexander,Apollo Ltd,West Covina,Midwest,California,CA,Candles,2,"0,075","2559,4","1484,452"
SO - 0006355,Distributor,WARE-XYS1001,3/10/2020,6/10/2020,6/21/2020,6/26/2020,USD,Roy Rice,Wuxi Group,Jurupa Valley,Midwest,California,CA,Photo Frames,3,"0,075","1118,9","525,883"
SO - 0006356,Online,WARE-NMK1003,3/10/2020,6/10/2020,6/18/2020,6/25/2020,USD,Nicholas Cunningham,"Fenwal, Corp",Bremen,South,Illinois,IL,Dinnerware,6,"0,1","2539,3","1244,257"
SO - 0006357,In-Store,WARE-NMK1003,3/10/2020,6/10/2020,6/24/2020,6/26/2020,USD,Joshua Ryan,Trigen ,Davenport,Midwest,Iowa,IA,Dinnerware,3,"0,05","1125,6","934,248"
SO - 0006358,Online,WARE-PUJ1005,3/10/2020,6/10/2020,6/15/2020,6/17/2020,USD,Anthony Torres,New Ltd,Norman,West,Oklahoma,OK,Outdoor Furniture,7,"0,075","1996,6","1098,13"
SO - 0006359,Online,WARE-PUJ1005,3/10/2020,6/10/2020,6/17/2020,6/27/2020,USD,Carl Nguyen,O.E. Ltd,Denton,Midwest,Texas,TX,Wardrobes,3,"0,15","1956,4","1545,556"
SO - 0006360,Distributor,WARE-NMK1003,3/10/2020,6/11/2020,7/6/2020,7/16/2020,USD,Joe Price,Winthrop ,Bremen,Northeast,Illinois,IL,Sculptures,7,"0,1","3323,2","2592,096"
SO - 0006361,Online,WARE-MKL1006,3/10/2020,6/11/2020,6/17/2020,6/27/2020,USD,Shawn Wallace,Llorens Ltd,Everett,South,Washington,WA,Wall Frames,6,"0,15",1005,"482,4"
SO - 0006362,In-Store,WARE-UHY1004,3/10/2020,6/11/2020,6/14/2020,6/15/2020,USD,Jerry Green,Sundial ,Worcester,West,Massachusetts,MA,Rugs,6,"0,075","5386,8","3070,476"
SO - 0006363,Online,WARE-NBV1002,3/10/2020,6/11/2020,6/27/2020,7/6/2020,USD,Anthony Torres,Procter Corp,Sacramento,West,California,CA,Accessories,7,"0,15","5480,6","3672,002"
SO - 0006364,In-Store,WARE-UHY1004,3/10/2020,6/11/2020,6/30/2020,7/2/2020,USD,Keith Griffin,"PEDIFIX, Corp",Kansas City,Northeast,Missouri,MO,Vanities,5,"0,3","5185,8","2644,758"
SO - 0006365,Online,WARE-NMK1003,3/10/2020,6/11/2020,6/30/2020,7/4/2020,USD,Anthony Torres,Medline ,Colorado Springs,West,Colorado,CO,Computers,2,"0,075",1005,"532,65"
SO - 0006366,In-Store,WARE-NMK1003,3/10/2020,6/11/2020,7/8/2020,7/18/2020,USD,George Lewis,O.E. Ltd,Hanover,West,Illinois,IL,Outdoor Decor,5,"0,05","1715,2","1080,576"
SO - 0006367,In-Store,WARE-PUJ1005,3/10/2020,6/11/2020,6/29/2020,7/3/2020,USD,Adam Hernandez,E. Ltd,Hempstead (Town),Northeast,New York,NY,Ornaments,1,"0,1","783,9","399,789"
SO - 0006368,Online,WARE-PUJ1005,3/10/2020,6/11/2020,7/3/2020,7/12/2020,USD,Roger Alexander,OHTA'S Corp,Carrollton,Midwest,Texas,TX,Wine Storage,8,"0,05","214,4","132,928"
SO - 0006369,In-Store,WARE-NBV1002,3/10/2020,6/11/2020,6/14/2020,6/23/2020,USD,Joshua Little,Avon Corp,Santa Clara,South,California,CA,Serveware,7,"0,2","1058,6","561,058"
SO - 0006370,In-Store,WARE-PUJ1005,3/10/2020,6/11/2020,6/30/2020,7/3/2020,USD,Joshua Little,"Apotheca, Ltd",Pittsburgh,South,Pennsylvania,PA,Wine Storage,8,"0,15","1695,1","1101,815"
SO - 0006371,Online,WARE-NBV1002,3/10/2020,6/12/2020,7/2/2020,7/11/2020,USD,Frank Brown,Wuxi Group,Victorville,Northeast,California,CA,Table Lamps,6,"0,2","2385,2","1025,636"
SO - 0006372,Online,WARE-UHY1004,3/10/2020,6/12/2020,7/7/2020,7/14/2020,USD,Anthony Berry,Uriel Group,North Las Vegas,West,Nevada,NV,Wardrobes,1,"0,15","1279,7","652,647"
SO - 0006373,In-Store,WARE-PUJ1005,3/10/2020,6/12/2020,7/4/2020,7/14/2020,USD,Stephen Payne,O.E. Ltd,Toledo,South,Ohio,OH,Collectibles,6,"0,05","3028,4","1877,608"
SO - 0006374,Online,WARE-XYS1001,3/10/2020,6/12/2020,6/25/2020,6/30/2020,USD,Todd Roberts,Ascend Ltd,Long Beach,West,California,CA,Festive,5,"0,075","1125,6","855,456"
SO - 0006375,In-Store,WARE-NMK1003,3/10/2020,6/12/2020,7/3/2020,7/4/2020,USD,Jonathan Hawkins,Pacific Ltd,Elgin (Township),West,Illinois,IL,Wall Frames,2,"0,4","904,5","407,025"
SO - 0006376,Online,WARE-PUJ1005,3/10/2020,6/12/2020,7/4/2020,7/13/2020,USD,Todd Roberts,ETUDE Ltd,Abilene,West,Texas,TX,Outdoor Furniture,4,"0,15","2425,4","970,16"
SO - 0006377,In-Store,WARE-NMK1003,3/10/2020,6/13/2020,6/26/2020,6/29/2020,USD,Stephen Payne,Eminence Corp,Pembroke Pines,South,Florida,FL,Serveware,2,"0,1","5601,2","4032,864"
SO - 0006378,Online,WARE-NMK1003,3/10/2020,6/13/2020,6/21/2020,6/29/2020,USD,Anthony Torres,Avon Corp,Wayne,West,Indiana,IN,Bakeware,4,"0,15","1768,8","1308,912"
SO - 0006379,In-Store,WARE-XYS1001,3/10/2020,6/13/2020,6/30/2020,7/5/2020,USD,Chris Armstrong,Ole Group,Glendale,Northeast,Arizona,AZ,Outdoor Decor,3,"0,1","1038,5","726,95"
SO - 0006380,Distributor,WARE-MKL1006,3/10/2020,6/13/2020,7/1/2020,7/10/2020,USD,Joe Price,Victory Ltd,Virginia Beach,Northeast,Virginia,VA,Dinnerware,1,"0,05","904,5","587,925"
SO - 0006381,Online,WARE-NMK1003,3/10/2020,6/13/2020,6/26/2020,6/29/2020,USD,Carl Nguyen,AuroMedics Corp,North,Midwest,Indiana,IN,Candleholders,7,"0,05","3102,1","1271,861"
SO - 0006382,Online,WARE-UHY1004,3/10/2020,6/13/2020,7/8/2020,7/10/2020,USD,Roger Alexander,Llorens Ltd,Newark,Midwest,New Jersey,NJ,Wardrobes,7,"0,075","2398,6","1223,286"
SO - 0006383,In-Store,WARE-XYS1001,3/10/2020,6/13/2020,6/30/2020,7/7/2020,USD,Keith Griffin,Pure Group,Chula Vista,Northeast,California,CA,Candleholders,1,"0,1","2659,9","2207,717"
SO - 0006384,In-Store,WARE-PUJ1005,3/10/2020,6/14/2020,6/20/2020,6/25/2020,USD,George Lewis,Pure Group,Manhattan,West,New York,NY,Wardrobes,3,"0,05","1266,3","810,432"
SO - 0006385,Online,WARE-PUJ1005,3/10/2020,6/14/2020,7/3/2020,7/12/2020,USD,Paul Holmes,Bare ,Houston,Midwest,Texas,TX,Blankets,3,"0,05","3879,3","2715,51"
SO - 0006386,Wholesale,WARE-MKL1006,3/10/2020,6/14/2020,7/9/2020,7/14/2020,USD,Carlos Miller,Wuxi Group,Pasadena,West,Texas,TX,Vases,4,"0,1",1742,"1323,92"
SO - 0006387,In-Store,WARE-NMK1003,3/10/2020,6/14/2020,7/11/2020,7/17/2020,USD,Jerry Green,ETUDE Ltd,Olathe,West,Kansas,KS,Clocks,3,"0,1","3242,8","1751,112"
SO - 0006388,In-Store,WARE-MKL1006,3/10/2020,6/14/2020,7/5/2020,7/10/2020,USD,Adam Hernandez,OUR Ltd,Virginia Beach,Northeast,Virginia,VA,Platters,7,"0,05","1051,9","715,292"
SO - 0006389,Wholesale,WARE-NMK1003,3/10/2020,6/14/2020,6/29/2020,7/1/2020,USD,Shawn Torres,Capweld ,Capital,Northeast,Illinois,IL,Table Linens,8,"0,075",1139,"455,6"
SO - 0006390,Online,WARE-UHY1004,3/10/2020,6/15/2020,6/21/2020,6/23/2020,USD,Shawn Wallace,"Fenwal, Corp",Spring Valley,South,Nevada,NV,Home Fragrances,6,"0,05",5159,"2321,55"
SO - 0006391,In-Store,WARE-NBV1002,3/10/2020,6/15/2020,7/8/2020,7/12/2020,USD,Keith Griffin,OUR Ltd,Rancho Cucamonga,Northeast,California,CA,Wall Frames,1,"0,075","3691,7","2104,269"
SO - 0006392,Online,WARE-NMK1003,3/10/2020,6/15/2020,6/23/2020,7/3/2020,USD,Shawn Wallace,Uriel Group,Davie,South,Florida,FL,Serveware,7,"0,075","797,3","518,245"
SO - 0006393,Distributor,WARE-PUJ1005,3/10/2020,6/15/2020,7/13/2020,7/14/2020,USD,Douglas Tucker,O.E. Ltd,College Station,Midwest,Texas,TX,Wall Frames,8,"0,075","1969,8","965,202"
SO - 0006394,In-Store,WARE-NBV1002,3/10/2020,6/15/2020,6/27/2020,7/5/2020,USD,Joshua Ryan,ETUDE Ltd,San Jose,Midwest,California,CA,Cookware,6,"0,05",201,"82,41"
SO - 0006395,Distributor,WARE-NMK1003,3/10/2020,6/15/2020,7/7/2020,7/9/2020,USD,Anthony Torres,OUR Ltd,Wayne,West,Indiana,IN,Wreaths,6,"0,15","5453,8","3544,97"
SO - 0006396,Wholesale,WARE-MKL1006,3/10/2020,6/15/2020,6/18/2020,6/21/2020,USD,Donald Reynolds,Victory Ltd,Odessa,South,Texas,TX,Bakeware,6,"0,075","5038,4","3375,728"
SO - 0006397,In-Store,WARE-NMK1003,3/10/2020,6/15/2020,7/11/2020,7/18/2020,USD,Joshua Little,Avon Corp,Orlando,South,Florida,FL,Table Lamps,3,"0,3","2324,9","1534,434"
SO - 0006398,In-Store,WARE-NBV1002,3/10/2020,6/15/2020,6/27/2020,7/4/2020,USD,Carl Nguyen,"PEDIFIX, Corp",San Diego,Midwest,California,CA,Dinnerware,4,"0,05",3417,"2084,37"
SO - 0006399,In-Store,WARE-NMK1003,3/10/2020,6/16/2020,7/13/2020,7/17/2020,USD,Chris Armstrong,Sundial ,Hialeah,Northeast,Florida,FL,Cookware,4,"0,05","1333,3","1026,641"
SO - 0006400,Distributor,WARE-NMK1003,3/10/2020,6/16/2020,7/14/2020,7/18/2020,USD,Samuel Fowler,O.E. Ltd,Augusta,Midwest,Georgia,GA,Vases,7,"0,075","5219,3","3027,194"
SO - 0006401,In-Store,WARE-NMK1003,3/10/2020,6/16/2020,6/26/2020,6/30/2020,USD,Jerry Green,Amylin Group,Lawrence (Township),West,Indiana,IN,Wardrobes,1,"0,3","1078,7","776,664"
SO - 0006402,In-Store,WARE-NBV1002,3/10/2020,6/16/2020,6/21/2020,6/26/2020,USD,Jonathan Hawkins,Victory Ltd,Stockton,West,California,CA,Dining Furniture,2,"0,1","1849,2","1442,376"
SO - 0006403,In-Store,WARE-XYS1001,3/10/2020,6/16/2020,6/19/2020,6/27/2020,USD,Joshua Little,"PEDIFIX, Corp",Phoenix,South,Arizona,AZ,Bean Bags,3,"0,075","1333,3","986,642"
SO - 0006404,Wholesale,WARE-NBV1002,3/10/2020,6/16/2020,6/19/2020,6/20/2020,USD,Patrick Graham,Pure Group,Santa Ana,South,California,CA,Wardrobes,2,"0,05",2010,"1467,3"
SO - 0006405,In-Store,WARE-NMK1003,3/10/2020,6/17/2020,7/14/2020,7/16/2020,USD,Keith Griffin,Medsep Group,Olathe,Northeast,Kansas,KS,Candles,7,"0,05","857,6","514,56"
SO - 0006406,In-Store,WARE-MKL1006,3/10/2020,6/17/2020,7/13/2020,7/14/2020,USD,Joshua Ryan,AuroMedics Corp,Arlington,Midwest,Virginia,VA,Photo Frames,1,"0,075","3973,1","2622,246"
SO - 0006407,In-Store,WARE-UHY1004,3/10/2020,6/17/2020,7/15/2020,7/19/2020,USD,Joshua Little,Mylan Corp,Fargo,South,North Dakota,ND,Bean Bags,4,"0,2","1118,9","861,553"
SO - 0006408,Distributor,WARE-XYS1001,3/10/2020,6/17/2020,6/29/2020,6/30/2020,USD,Samuel Fowler,Prasco Group,Jurupa Valley,Midwest,California,CA,Photo Frames,3,"0,05","2532,6","2000,754"
SO - 0006409,In-Store,WARE-UHY1004,3/10/2020,6/17/2020,7/3/2020,7/12/2020,USD,Joshua Bennett,Weimei Corp,Babylon (Town),Northeast,New York,NY,Stemware,5,"0,075","3544,3","2020,251"
SO - 0006410,Wholesale,WARE-PUJ1005,3/10/2020,6/17/2020,6/27/2020,7/5/2020,USD,Carlos Miller,Burt's Corp,Fort Worth,West,Texas,TX,Bakeware,2,"0,075","2586,2","1086,204"
SO - 0006411,In-Store,WARE-PUJ1005,3/10/2020,6/17/2020,6/25/2020,7/2/2020,USD,Keith Griffin,Qualitest ,Amarillo,Northeast,Texas,TX,Floral,7,"0,05","3839,1","2956,107"
SO - 0006412,Online,WARE-MKL1006,3/10/2020,6/17/2020,7/4/2020,7/11/2020,USD,Anthony Berry,"Fenwal, Corp",Seattle,West,Washington,WA,Vases,2,"0,075","1058,6","868,052"
SO - 0006413,Online,WARE-XYS1001,3/10/2020,6/17/2020,7/15/2020,7/23/2020,USD,Paul Holmes,Dharma Ltd,Elk Grove,Midwest,California,CA,Table Linens,4,"0,4","167,5","98,825"
SO - 0006414,In-Store,WARE-XYS1001,3/10/2020,6/17/2020,6/26/2020,7/1/2020,USD,Stephen Payne,Apollo Ltd,Hayward,South,California,CA,Wine Storage,8,"0,4","924,6","591,744"
SO - 0006415,Distributor,WARE-NBV1002,3/10/2020,6/18/2020,6/24/2020,6/27/2020,USD,Samuel Fowler,"Apotheca, Ltd",Vallejo,Midwest,California,CA,Audio,5,"0,2","4013,3","2809,31"
SO - 0006416,Online,WARE-UHY1004,3/10/2020,6/18/2020,7/15/2020,7/25/2020,USD,Carl Nguyen,Capweld ,Babylon (Town),Midwest,New York,NY,Audio,3,"0,15","864,3","579,081"
SO - 0006417,Online,WARE-NMK1003,3/10/2020,6/18/2020,7/9/2020,7/15/2020,USD,Todd Roberts,Apollo Ltd,Naperville,West,Illinois,IL,Bathroom Furniture,7,"0,15","2371,8","1778,85"
SO - 0006418,Distributor,WARE-UHY1004,3/10/2020,6/18/2020,6/28/2020,6/30/2020,USD,Samuel Fowler,Medline ,High Point,Midwest,North Carolina,NC,Candles,6,"0,075","214,4","143,648"
SO - 0006419,Distributor,WARE-XYS1001,3/10/2020,6/18/2020,7/4/2020,7/13/2020,USD,Joe Price,Weimei Corp,Huntsville,Northeast,Alabama,AL,Bar Tools,7,"0,1","1058,6","666,918"
SO - 0006420,In-Store,WARE-UHY1004,3/10/2020,6/18/2020,7/9/2020,7/12/2020,USD,Jonathan Hawkins,ETUDE Ltd,Columbia,West,Maryland,MD,Collectibles,5,"0,1","1065,3","511,344"
SO - 0006421,Wholesale,WARE-NMK1003,3/10/2020,6/18/2020,7/9/2020,7/14/2020,USD,Shawn Torres,Capweld ,Wayne,Northeast,Indiana,IN,Bakeware,1,"0,15","1105,5","906,51"
SO - 0006422,Distributor,WARE-UHY1004,3/10/2020,6/18/2020,7/13/2020,7/16/2020,USD,Samuel Fowler,Eminence Corp,Billings,Midwest,Montana,MT,Serveware,4,"0,2","2646,5","1879,015"
SO - 0006423,Online,WARE-UHY1004,3/10/2020,6/18/2020,6/28/2020,7/5/2020,USD,Todd Roberts,Medsep Group,Brookhaven,West,New York,NY,Pillows,1,"0,075","2264,6","1789,034"
SO - 0006424,Online,WARE-PUJ1005,3/10/2020,6/19/2020,6/24/2020,7/4/2020,USD,Paul Holmes,WakeFern ,Syracuse,Midwest,New York,NY,Bakeware,6,"0,05","1232,8","862,96"
SO - 0006425,In-Store,WARE-NMK1003,3/10/2020,6/19/2020,6/26/2020,6/29/2020,USD,Joshua Bennett,Select ,Honolulu,Northeast,Hawaii,HI,Wine Storage,1,"0,05",3819,"1909,5"
SO - 0006426,In-Store,WARE-XYS1001,3/10/2020,6/19/2020,7/8/2020,7/17/2020,USD,Stephen Payne,Victory Ltd,East Los Angeles,South,California,CA,Wall Frames,2,"0,2","1011,7","819,477"
SO - 0006427,In-Store,WARE-NMK1003,3/10/2020,6/19/2020,6/29/2020,7/5/2020,USD,Jerry Green,OUR Ltd,Orlando,West,Florida,FL,Sculptures,3,"0,075","2566,1","1206,067"
SO - 0006428,Wholesale,WARE-XYS1001,3/10/2020,6/19/2020,7/4/2020,7/7/2020,USD,Donald Reynolds,Capweld ,Chandler,South,Arizona,AZ,Floral,5,"0,075","2934,6","1437,954"
SO - 0006429,Wholesale,WARE-NMK1003,3/10/2020,6/19/2020,7/6/2020,7/7/2020,USD,Shawn Torres,"Elorac, Corp",Colorado Springs,Northeast,Colorado,CO,Furniture Cushions,3,"0,075","1159,1","672,278"
SO - 0006430,In-Store,WARE-PUJ1005,3/10/2020,6/19/2020,6/29/2020,7/9/2020,USD,Stephen Payne,Sundial ,Toledo,South,Ohio,OH,Platters,4,"0,075","1112,2","500,49"
SO - 0006431,Online,WARE-PUJ1005,3/10/2020,6/20/2020,7/5/2020,7/10/2020,USD,Anthony Berry,Ohio ,Islip,West,New York,NY,TV and video,4,"0,075","1829,1","1207,206"
SO - 0006432,In-Store,WARE-PUJ1005,3/10/2020,6/20/2020,7/7/2020,7/10/2020,USD,Shawn Cook,Ohio ,Knoxville,Midwest,Tennessee,TN,Home Fragrances,2,"0,4","1896,1","1573,763"
SO - 0006433,In-Store,WARE-NMK1003,3/10/2020,6/20/2020,7/12/2020,7/13/2020,USD,Chris Armstrong,Victory Ltd,Gainesville,Northeast,Florida,FL,Wreaths,7,"0,05","2974,8","1784,88"
SO - 0006434,Online,WARE-NMK1003,3/10/2020,6/20/2020,7/11/2020,7/12/2020,USD,Anthony Berry,Procter Corp,Hollywood,West,Florida,FL,Dinnerware,7,"0,075","5654,8","3110,14"
SO - 0006435,Distributor,WARE-MKL1006,3/10/2020,6/20/2020,7/16/2020,7/25/2020,USD,Joe Price,S.S.S. Group,Virginia Beach,Northeast,Virginia,VA,Candleholders,3,"0,05","944,7","802,995"
SO - 0006436,Distributor,WARE-NMK1003,3/10/2020,6/20/2020,7/2/2020,7/10/2020,USD,Samuel Fowler,Uriel Group,Topeka,Midwest,Kansas,KS,Baseball,4,"0,075","1782,2","1372,294"
SO - 0006437,Online,WARE-XYS1001,3/10/2020,6/20/2020,7/18/2020,7/24/2020,USD,Anthony Berry,New Ltd,Downey,West,California,CA,Dining Furniture,8,"0,05","3048,5","2438,8"
SO - 0006438,Online,WARE-UHY1004,3/10/2020,6/20/2020,7/18/2020,7/27/2020,USD,Paul Holmes,"3LAB, Ltd",Woodbridge (Township),Midwest,New Jersey,NJ,Ornaments,3,"0,3","924,6","453,054"
SO - 0006439,Online,WARE-NMK1003,3/10/2020,6/21/2020,7/19/2020,7/20/2020,USD,Anthony Berry,Procter Corp,Elgin,West,Illinois,IL,Dining Furniture,8,"0,2","864,3","432,15"
SO - 0006440,Distributor,WARE-MKL1006,3/10/2020,6/21/2020,7/19/2020,7/24/2020,USD,Patrick Graham,AuroMedics Corp,Arlington,South,Virginia,VA,Table Lamps,7,"0,05","2472,3","1928,394"
